,sentiment,content,label,stop_words
2235,boredom,brother woke help homework happy,3,10
2236,sadness,disturbed sold baby tiger met thailand exotic pet greedy bastard,0,5
2237,neutral,wish wag na sana reject thesis proposal ko nadedepress na ko eh goodluck annoyed,3,1
2238,neutral,yep wish playing dubiln,3,3
2239,sadness,naughty cant even take dog sit amp watch proper dog owner bruno life ever,0,13
2240,surprise,ok ahhh last chance go school chemistry exam,4,3
2241,sadness,also anyone else hayfevery today awake min sufferin already,0,5
2242,sadness,glad got cleared lah idk linda hate though,0,7
2244,sadness,morning alex hope tweeting lot today miss xx,0,10
2245,worry,euh got ldap schema error oh,1,1
2246,neutral,lunch pm,3,1
2247,neutral,assignment,3,0
2248,surprise,sooo tired cant believe already dark outside didnt even get see day,4,3
2250,love,loved johnny carson going hate seeing jay leno go via wa waiting someone say,6,6
2251,sadness,sorry hear man bullshit cant reach heart go family,0,13
2252,love,visit si fr joemar dito bataan frm camiguin amp sum ofcmates amp supposed meet saturday ca luwas,6,6
2253,neutral,prepare,3,1
2254,hate,boo didnt answer text,2,2
2255,happiness,lucky rob always gettin emalon,7,2
2256,worry,aw sad leave tokyo come back please,1,4
2257,fun,day summervac amp school come along end amp annual problem generation finding good way spend,4,7
2258,neutral,told,3,1
2259,love,foggy,6,2
2260,neutral,move school,3,5
2261,surprise,aint uk fan fav people,4,2
2262,fun,haha nice fun doll hopefully see ya soon miss ur face,4,2
2263,worry,e doc getting younger day guess yup nuh paying ear doc visit ouch,1,6
2264,enthusiasm,well going try sleep work tomorrow weekend start,4,9
2265,worry,mum said probably wont get also go like month normal right,1,6
2266,sadness,im cold still cant find hoodie,0,1
2267,neutral,eating pringles nearly really reminds touring jonas brother ask miss much,3,10
2269,neutral,pic show boo pic site show,3,13
2270,fun,yummy chocolate cake wish even got one day anybody listening,4,2
2271,sadness,um arent episode lost season abc good thing im going vega keep distracted tragedy,0,10
2272,worry,wa white acidentally left wa colour,1,5
2273,happiness,going back manila evening trip cebu bitin,7,6
2274,love,posted first video contest entry still terrible boo luv ur video btw xxxrebelrebelxxx,6,6
2275,worry,seriously hate life currently final tomorrow slept single second,1,6
2276,worry,sorry make sure next time,1,3
2277,sadness,wa going try warm milk lactose intolerant haha,0,4
2278,neutral,hope go away quicker mine week counting,3,5
2279,worry,yack yack resorting amp amp etc stay within twitter limit good,1,3
2280,worry,wish could go back bed,1,3
2281,boredom,woke day need go work suck also go dentist filling st helen mri scan,3,11
2282,sadness,mom ha left,0,1
2283,surprise,ca go sleep,4,4
2284,sadness,chapter probably monday still need comment,0,2
2285,neutral,finished watching terminator music nothing great,3,5
2286,worry,cant afford go school,1,4
2287,worry,cry aj radio gone guess wo djing anymore get fully fixed btw heap homework long weekend,1,8
2288,happiness,cool dude yeah wa hoping rate wa still lol yeah sure ill mar par birthday dinner,7,6
2289,sadness,need retail therapy bad ahhh gim money geebus,0,1
2290,worry,feel le nothin lower zero,1,2
2291,worry,attempting sleep puppy sick already,1,3
2292,hate,mind racing c word wrote hate hate ca keep falling,2,11
2293,sadness,cant sleep tired goodnight maybe,0,1
2294,neutral,working news well amp rob place wonder boy never get left alone,3,14
2295,enthusiasm,got cable set win got lock put door win feeling tad neglected fail,4,3
2296,sadness,really alumnus know mac yet wa,0,10
2297,worry,blimey still suffering,1,1
2298,neutral,yeah wa thumb last night sorry,3,2
2299,sadness,back la la vagas nice trip nice food lose slot machine,0,4
2300,fun,ill alright whip may,4,4
2301,worry,oh fack gave police thats seriouse shit,1,2
2302,surprise,cant afford go school,4,3
2303,worry,broke cigarette,1,2
2304,fun,feel like red lea,4,1
2305,worry,squirrel hate squirrel,1,1
2306,neutral,didnt see,3,2
2308,worry,ca sleep amp damn account bofa trippin,1,4
2309,worry,always prob prioritizing ahead,1,9
2310,happiness,morning twitties heading college back doc god hungry streching ear today mm payday love,7,8
2311,neutral,backache,3,0
2312,fun,five clock ca come faster,4,1
2313,boredom,finishing video fuck long,3,4
2314,worry,lappytop baterrry dying tryingtofind movieto watch since im staying goingto room,1,3
2315,sadness,wowowee willie fortune making depressed damn love,0,4
2316,hate,bluedart take shipment way figuring quot deliver quot bring back database anyone,2,8
2317,sadness,watching jimmy delete social network profile jimmy cyber time,0,4
2318,worry,longer ticket ny,1,4
2320,worry,study,1,3
2321,hate,bitten smoothstreaming seem work client linux user fan fricking tastic,2,8
2322,neutral,idk could would cost soo much,3,4
2323,hate,madaya ka christian bleh hate,2,0
2324,worry,squabbling people internet great tumblarity bad ego internet friend,1,13
2325,enthusiasm,wow away stupid lap top shop still hope everyone well,4,5
2326,worry,type cold room,1,2
2327,sadness,desperately wishing could sleep frazzled gma ca sleep really bad tonight xx,0,7
2328,fun,planning road trip san diego detour vega celebrate birthday bad wks away want go,4,8
2329,worry,myspace mobile free credit cause liers,1,6
2330,worry,yikes hope wa okay never heard say tummy hurt,1,2
2332,worry,flight hurghada delayed hour,1,1
2333,worry,going strange weekend probably srtarting working til midnight tonight,1,4
2334,enthusiasm,need get friggin camera cleand asap,4,3
2335,fun,lucky kid wan na see loserville pity im oz,4,3
2336,love,friend come give massage ca sleep,6,3
2337,surprise,aw named car sweet sorry hear petey ha go hope find really posh rollerskate,4,6
2338,neutral,yes yes,3,2
2339,sadness,allowed calculator exam despite containing lath impossible compute head,0,9
2340,worry,whataburger closing location tally harsh might transfer school,1,5
2341,relief,im sorry,5,1
2342,sadness,hour sleep mild hangover carelessness loss brand new ipod pouch,0,3
2343,worry,sure think really saw couple month back naia shy approach pic,1,11
2344,worry,worn week ha sped soo fast gon na ask mum go movie desperate,1,10
2345,sadness,wee laddie upset hour tried soothing bed nursing etc nope real food blue clue,0,9
2346,love,july st mean concert wo know song oh well yay demi lt,6,5
2347,happiness,playing skate two hour need get actually skate late,7,11
2348,worry,got dentist appointment soon drill feel like got brain blender looking forward,1,7
2349,neutral,ghhh went hour earlier bed thinking ill get area hr sleep woke hr earlier today gon na looooong one,3,7
2350,happiness,wa adorable could tell pressure got,7,8
2351,neutral,bloody free kick min second wa sooooooo close going,3,6
2352,neutral,contemplating hand lovely car,3,4
2353,worry,fuck recoverable boot part messed grr argh business wa,1,10
2354,neutral,live tv coming xbox live uk,3,7
2355,worry,ate pussy refuse bless cuz already clingy,1,3
2356,neutral,people missing point instead loosing follower gaining new ppl hour,3,8
2357,neutral,definitely going sold heavy think get away twedding,3,6
2358,worry,well definitely hayfever,1,3
2359,worry,come hard find guy passion love woman ever going see day im lonely yall,1,10
2360,sadness,im sorry dont wan na cuz act turn right around ignore,0,7
2361,surprise,oh gosh hair short miss long hair,4,3
2362,worry,probably weather,1,3
2363,neutral,today yeah,3,0
2364,neutral,oh well never seen anything gon na say anything,3,6
2365,sadness,ugh id better get work,0,2
2366,love,lindsay spanish fansite love please reply wish good flight lt,6,5
2367,worry,living country government always circus show sad true,1,7
2368,neutral,look like tea duty day,3,3
2369,sadness,lip pierced minute died,0,7
2370,sadness,everything workout planned,0,4
2371,worry,n know anymore,1,2
2372,sadness,aww minute left family guy,0,2
2373,neutral,wordsaftersex turn yet,3,1
2374,worry,dead grandpa pay attention,1,7
2375,neutral,want go sleep sound rain,3,4
2376,love,lindsay spanish fansite love please reply wish good luck,6,5
2377,boredom,n know today amazing weather sitting great,3,6
2378,worry,big news know share,1,5
2379,neutral,lol academy ish haha really really miss b,3,0
2380,worry,stuck inside office day today,1,4
2381,worry,dragged round ikea morning bad time,1,2
2382,worry,aww sorry boo bought printer year canon id still making amazing print zero fisheye exp,1,4
2383,sadness,wanted see story acorn tonight glen beck missed,0,6
2384,worry,still finishing errand trip tomorrow morning airport,1,7
2385,sadness,tv arrived ca play co go stupid work,0,3
2386,worry,little sad know new one ha ff yet,1,7
2387,worry,invasion old lady ha ended still clean going able make tweetup tonight,1,9
2388,neutral,series denver,3,5
2389,surprise,almost say quot bless quot sneezing cat,4,3
2390,enthusiasm,work leave berlin car late arrival,4,5
2391,worry,im goodie feel like disconnected,1,3
2392,happiness,ding tai fung sydney aswell making want dumpling,7,4
2393,worry,arrives mfk pothole foresee wheel changing session hai man,1,4
2394,sadness,going bed sexy time ughhh,0,3
2395,worry,sneezing never good sign,1,1
2396,sadness,sometimes pillow sometimes,0,3
2397,worry,online one download week,1,2
2398,worry,sigh always disappoint people get way everyone might disappoint everyone else,1,6
2399,sadness,fml dad didnt leave moneyz wait till get home call finish work,0,7
2400,worry,ummm last night dm said wa quot good quot question,1,3
2401,hate,hate bit,2,2
2402,neutral,kno shoulda came,3,0
2403,love,miss sweetie,6,2
2404,sadness,miss feb rd best night whole entire fucking life rather live night win million,0,5
2405,love,wish coming australia amp new zealand sticky tour ant,6,5
2406,sadness,kid remember searching local video store owner godown got video tape fungus badluck,0,4
2407,neutral,wish company,3,2
2408,worry,right thats deal work much need space woman dont offer,1,10
2409,worry,work suckd another closing nite dollar pockeded need new job,1,1
2410,neutral,ha woken feeling little special dont thing drink bar dry card finally sober home time think,3,7
2411,love,bummer tomorrow friday,6,4
2412,neutral,poor buddy teased mini puggy think need pughug,3,5
2413,worry,screw fact ca post long update twitter,1,3
2414,worry,ebay mile rule working many pair leather trouser sold aberdeen try next week,1,8
2415,love,thanks used therm pry wa like concrete blood everything lot better thank god,6,8
2416,neutral,n much debate,3,2
2417,worry,hey got text sm plan maybe catching flick tonight last night wa wee bit much,1,6
2418,surprise,breakupwords changed,4,2
2419,neutral,four full day left aussie land want go home,3,4
2420,neutral,gone,3,1
2421,sadness,freakyfriday slipped shower fell lucky escape couple concussion,0,7
2422,sadness,damn failed assassination attempt louis,0,4
2423,sadness,damn missed,0,2
2424,sadness,still awake smh suck,0,3
2425,sadness,headache cold,0,3
2426,surprise,grr allowed gas grill live suck,4,5
2427,sadness,headache killing yet need cover boring police event,0,5
2428,worry,another night sleeping,1,2
2429,worry,think come home,1,4
2430,worry,guy dont get drunk without,1,3
2431,neutral,way work,3,2
2432,neutral,sick doctor waiting room,3,3
2433,hate,place blow ubertwitter functioning switch tb,2,6
2434,worry,much detail glad better,1,4
2435,love,finished village love could watch wonder ca get sleep tonight,6,9
2436,sadness,sooo lost without car truly depressing pregnant people never stressed,0,7
2437,surprise,wrong people second break wallmans tonight,4,3
2438,sadness,like saddest person jtv right,0,9
2439,sadness,heathrow connect ï ½ thought wa bargain express terminated hayes harlington take bus,0,9
2440,love,glass empty someone dear fetch another,6,6
2441,neutral,leave fraser alone,3,0
2442,sadness,upset becasue like year loved happens imm really uset x,0,10
2443,surprise,oh poor atleast get paid staying back,4,3
2444,sadness,marley saddest movie ever never cry movie movie mad cry,0,7
2445,surprise,got job amp degree damn car died made feel shitty bout havin car,4,8
2446,sadness,wa looking forward seeing raleigh fan year nb scalper took tix sell moron,0,9
2447,sadness,got attacked club,0,3
2448,hate,car dropped service mot getting train home hate public transport,2,5
2449,worry,morning tweeple bit sneezy today,1,1
2450,relief,soooo right,5,3
2451,neutral,trying understand joined twitter everyone else wa felt left,3,5
2452,neutral,ever jus fell like damn jus want cake lay next ur baby watch movie chill freak night,3,4
2453,worry,win kelly clarkson ticket sorry cecilia really wish could give much deserve,1,7
2454,sadness,lol know wld like get reply seann william scott dont reply one favourite actor,0,7
2455,sadness,mad im going missing maine tomorrow take effing day fly florida,0,9
