,text,label,stop_words
2847,left work feeling still unpleasant cheered mite bit got,0,7
2848,feel terrific starting put weight,1,5
2849,realized today dont know want thats primary reason feel dissatisfied often,3,7
2850,lose interest reading story feel like tension resolved happen time yet kept wanting read,1,13
2851,feel drained depressed,0,5
2852,feel sorry writer even drecky writer pay pretty good cover done,0,8
2853,make vj feel jealous,3,7
2854,feel inhibited outlet deal sexual tension,0,8
2855,know feeling sarcastic tonight christian seems enjoy banter every time seth apologizes behavior christian tell quite alright lock eye,3,16
2856,feel also difference loving someone love someone,2,9
2857,feel eager help,1,4
2858,provocative dream kind make feel slightly shaken wake,4,11
2859,feel write company tell reason alone need come east,0,10
2860,quite dig subdued tone plot direction feel reluctant emotional bond show,4,5
2861,friendly easy talk open knowing friend top approach co feel intimidated know want offend somebody shut,4,18
2862,angry feeling disillusioned,0,4
2863,dont call feeling nervous anxious,4,6
2864,know family friend god point life life want feel romantic love,2,10
2865,feel really low,0,1
2866,feeling rather overwhelmed list,5,10
2867,feel beginning cold figured deserve heinously hot bath,3,6
2868,feeling cranky voice inside head want eat whatever want,3,7
2869,feel hesitant posting,4,3
2870,feeling apprehensive going back,4,5
2871,cleaning place minute started feeling paranoid assume beginning psychotic episode,4,13
2872,feel crazily indecisive impulsive,4,4
2873,feel like creating another religion cause trouble troubled soul many,0,8
2874,dont expect reilly mess since cat feel pretty safe leaving place,1,9
2875,know late crawl back im feeling alone,0,7
2876,never done anything make cry want cry four month feel little strange never seen side,4,10
2877,feel exhausted dealing drama author dont energy write,0,9
2878,im feeling suitably annoyed panel time get recipe previously deemed unworthy treat,3,9
2879,im finally feeling little productive,1,2
2880,feel pressure act like im heartbroken secretly dont really care much,0,5
2881,like notify time feel sweet heart beside need make love human cant live without love question kind infidelity passed sweety feel sweet href http savingyourmarriagebeforeitstarts,2,15
2882,must feeling rich,1,3
2883,probably feel need move every year fact ive year make feel totally worthless somewhere,0,11
2884,im feeling morose,0,1
2885,often feel offended life,3,2
2886,plagued throughout life uncanny feeling disappointment enough doomed fail others delight told,0,19
2887,learned month u manage find another company feel much peaceful without bos drunk yell staff,1,8
2888,chose go gut feeling think amused laetshi easily flustered type probably said something,1,13
2889,sort feel bit unsure touch upon next,4,7
2890,feeling resentful thinking trust,3,9
2891,cant find heart feel least bit disappointed missed,0,8
2892,told think appreciates prevalent feeling unreality see damaged broken beyond repair thought living another fifty year like unbearable everything feel overwhelming,0,17
2893,tgt u still feel unhappy,0,2
2894,im feeling defeated doubtful,0,1
2895,feel job give perspective least attempt provide context seemingly intelligent folk say unimaginable thing,1,9
2896,began feeling bit melancholy friend saba called asking meet waleeds birthday,0,8
2897,left appointment feeling really bummed option vbac snatched also sort content fact prayed possibly received sign god birth,1,15
2898,feeling combination smug happy,1,5
2899,feel hesitation temptation pull back dull activity season habit,0,7
2900,feeling even le splendid nothing needed done day decided baby,1,10
2901,feel le bitchy morning,3,3
2902,feeling confident pursue multiplayer flash game next agenda,1,5
2903,feel acceptable even desirable,1,1
2904,still feel useless worthless even worse alone,0,5
2905,im happy race pace officially ability pull together started feeling crappy,0,7
2906,felt deep heart love lost caresse way touch rest universe love hate strong feeling never vain never lost,0,16
2907,im feeling rather bothered physical mental clock still october,3,5
2908,im still sure reilly feel need weird,4,6
2909,got overall feel elitist somewhat jaded,0,10
2910,wrote deepika feeling discouraged thinking silhouette would work,0,8
2911,im feeling irritated friggin name,3,2
2912,anything feel feeling issue get resolved dissipate emotion powerless make resolution issue,1,15
2913,started feel lack connection husband sure direct result spending much one one time together,1,9
2914,spent following month drug induced haze incapable thought feeling anything glamorous,1,11
2915,feel pain even see unfortunate person street begging mind race think person,0,11
2916,feel idiotic since im going bring completely separate issue,0,4
2917,feel like deserves hated want know exactly much,0,8
2918,im really hurting feeling bit overwhelmed,4,3
2919,id tell feel cede control life way prevent doomnation extremely clever play damnation know,1,10
2920,ended changing clothes laying bed eye closed next hour eventually started feel better,1,9
2921,one minute feel intimidated stupid,4,5
2922,im sure energy trying sew race dubai competing fedex cup taken maybe thought feeling ok physically mentally feel really tired said,1,18
2923,feeling discontent,0,4
2924,think affect much result back one biggest flaw feeling enough pretty enough smart enough name,1,12
2925,sharing information feel important personal safety empowerment parenting living well,1,6
2926,really think justification feeling smug,1,5
2927,feel angry led leading people believe couldnt,3,7
2928,smiling loving simple dialog child logic explain situation feeling funny,5,5
2929,ill make local friend go movie know fact wont even without meaning cause seriously doubt actual intention hurt feeling actually call heartless moral brainless came across way,3,20
2930,feel privileged belong,1,3
2931,feel dorm began breath pleased liberty,1,9
2932,feel moment adopt sense caring others brings inner strength,2,8
2933,feel burdened desire something,0,9
2934,feel graceful almost mythical,1,2
2935,made feel unimportant yet never stopped think action word affecting,0,8
2936,feel horny thinking,2,5
2937,feel delicious absolutely darling delicious,1,2
2938,realize unique situation mean representative majority amazing birth mom make hard decision best interest child help feel jaded experience,0,19
2939,feel pissed old friend friend,3,7
2940,im starting feel like faithful reader wife something ie one bitch everyone else get see better angel nature haha,2,9
2941,ive found interest waning ive even come away portrayal relationship feeling dissatisfied,3,8
2942,feel remorse unsuccessful learning process development blog,0,14
2943,feel like dirty heal unconformable,0,3
2944,feel lame annoying generally unliked sometimes,0,3
2945,honestly feel fantastic job,1,4
2946,highly recommend want feel totally amazing ab,1,5
2947,feel pretty smart raising three boy turning great question anyone read blog whats wrong wiser,1,14
2948,written feel suddenly hesitant post,4,4
2949,shy away song talk feel toward god maybe even talk faithful response toward god,2,7
2950,get lot praise feel proud sometimes,1,2
2951,dont even know express made feel kid appreciative fact coming heavy think maybe music gave little something grasp,1,20
2952,simply imagine feeling cleaning caring baby,2,6
2953,feel greedy self late,3,5
2954,im feeling bouncy enough rustle people keen go,1,9
2955,feel reluctant sell hey,4,3
2956,really worn today feel beaten,0,5
2957,didnt like intent getting first starting feeling liked backed realized strongly leo felt clara,2,20
2958,feel relaxed get good care need accept advice given unless feel strongly otherwise,1,9
2959,feel pretty officer krupke somewhere,1,2
2960,felt rich able insist paying asking price shop assistant obviously pleased able boost taking charity hope generous person donated easel shop also feeling rich,1,13
2961,often sat back feel amazed episode,5,6
2962,feeling hmmmmm melancholy,0,2
2963,want go feeling eager come dazzling cert whilst phone mum feeling least ive made proud,1,13
2964,would known detail feeling gut ignored,0,10
2965,feel horrible youd think id know mountain together,0,4
2966,feel like important,1,5
2967,im feeling little bit embarrassed serious lapse blogging ive extremely busy past month trying finish new work time toronto outdoor show well number exhibition,0,13
